name,matches,count
Rick,Scott,1
Rick,Satan,1
Rick,Saddam,1
Rick,Rick,1
Rick,Parents,1
Blonde,Chef,1
Rick,Ho,1
Rick,Eric,1
Rick,ChatGPT,1
Rick,Chad,1
Board rep,Jesus,1
Publisher 2,God,1
Randy,Dick,1
Captain,People,1
PC bro 2,Caitlyn,1
Captain,American,1
PC bro 1,woman,1
PC bro 1,Somebody,1
PC bro 1,Caitlyn,1
Captain,Everyone,1
PC Principal,Wendy,1
PC Principal,Uncle,1
Captain,Guard,1
PC Principal,Tucker,1
Captain Hindsight,All,1
PC Principal,People,1
PC Principal,Students,1
PC Principal,Steven,1
PC Principal,Stan,1
Captain Hindsight,Brett,1
Captain Hindsight,Commissioner,1
PC Principal,Russian,1
PC Principal,Riley,1
Captain Hindsight,Jack,1
PC Principal,Red,1
Captain Hindsight,Right,1
PC bro 2,Dude,1
PC bro 6,All,1
PC bro 7,Brad,1
PC bro 8,All,1
Passer-by,God,1
Passenger 2,Mitchell,1
Passenger,Skeeter,1
Passenger,Mark,1
Passenger,Fuhrman,1
Passenger,Everyone,1
Paris Hilton,M,1
Cantor,Mackey,1
Paris,Driver,1
Paramedic,woman,1
Paparazzo 6,Son,1
Paparazzo 6,Britney,1
Paparazzo 2,Britney,1
Paparazzo,Britney,1
Palin,Senator,1
Palin,President,1
Palin,God,1
Palin,Gary,1
PS4 Army,Princess,1
PC bros,Dude,1
PC bros,Bros,1
Cardinal,Jesus,1
Cardinal Mallory,Right,1
Randy,Devil,1
Cartman,Athlete,1
Cartman,Ambassador,1
PC Principal,Butters,1
PC Principal,Bruce,1
PC Principal,Brett,1
PC Principal,Boys,1
PC Principal,Bill,1
PC Principal,Barker,1
PC Principal,Bailey,1
PC Principal,Babies,1
PC Principal,American,1
PC Girl,Babies,1
PC Principal,Mexican,1
PA System,Head,1
P. Sanchez,John,1
P-Train,New,1
Cartman,Beast,1
Owner,Mother,1
Owner,Mary,1
Owner,God,1
Owner,All,1
Otter Leader,Dawkins,1
Cartman,Berry,1
PC Principal,Canadian,1
PC Principal,Canadians,1
PC Principal,Chuck,1
PC Principal,Clinton,1
PC Principal,McKinsey,1
Carl,Martin,1
Carl,Right,1
PC Principal,Ladies,1
Carlos Ramirez,Mexicans,1
Carol,Both,1
Carol,Karen,1
PC Principal,Jason,1
Carol,Kevin,1
Caroline,Sharon,1
Caroline,Teresa,1
Carrot Ass,Robert,1
PC Principal,Gary,1
Cartma,Timmy,1
Cartman,Adolf,1
PC Principal,Ed,1
PC Principal,Dude,1
PC Principal,Doctor,1
PC Principal,Devil,1
Cartman,Adults,1
PC Principal,Counselor,1
Canadians,Scott,1
Pat,Everyone,1
Canadians,All,1
Caller,Billy,1
Peter Galtman,Peter,1
Cable Guy,David,1
Cable Guy,Oprah,1
Peter,Paul,1
Peter,Mormons,1
Café 180 patron,Canadian,1
Caitlyn,God,1
Caitlyn Jenner,Kyle,1
Peter,Gary,1
Peter,Everybody,1
Peter,David,1
Pat,Sally,1
Peter,Captain,1
Peter,Brian,1
Pete,woman,1
Pete,Vampire,1
Pete,Right,1
Caller,Jesus,1
Pete,Obama,1
Pete,Mike,1
Caller,Martin,1
Pete,Larry,1
Peter Galtman,Randy,1
Peter Griffin,Paul,1
CNN anchor,Lexus,1
Peter Nelson,Women,1
Phil Collins,Phil,1
Phil Collins,Collins,1
Phil,Right,1
Phil,Phil,1
CIA leader 2,Jarvis,1
Phil,God,1
CNN Anchor,Clinton,1
CNN Anchor,President,1
Pharmacist,Phil,1
Pharmacist,God,1
Pharmacist,Collins,1
Pharmacist,All,1
Pharaoh,Son,1
CNN Anchor,Secretary,1
CNN Reporter,Tom,1
PewDiePie,People,1
CNN anchor,Canadians,1
Peterson,King,1
Peter Panda,President,1
Peter Panda,Obama,1
CNN anchor,Dick,1
Caller (Mr. Mackey),Hat,1
Pete,Heather,1
Caller 2,New,1
Paul Harris,Tom,1
Paul Harris,God,1
Paul,Sheila,1
Paul,Paul,1
Paul,Gail,1
Paul,Brian,1
Patty,Janet,1
Patrons,All,1
Patron 5,Garrison,1
Patron 1,Mike,1
Patron 1,Garrison,1
Patron,TV,1
Patrick Duffy,Patrick,1
Patrick Duffy,God,1
Pat Sajak,Randy,1
Canadian PM,God,1
Pat Sajak,Audience,1
Pat Sajak,All,1
Pat O'Brien,Steven,1
Pat O'Brien,Spielberg,1
Pat O'Brien,Lucas,1
Canadian man,Everyone,1
Paul Harris,Jesus,1
Paul Ryan,President,1
Cameraman,Right,1
Paul Ryan,worker,1
Cameraman,TV,1
Camp warden,People,1
Perseus,Leprechaun,1
Perseus,Butters,1
Perseus,Aslan,1
People in Crowd,Bono,1
Penis,Someone,1
"Pence, Ryan, McConnell",President,1
Campers,Jesus,1
Canadian 6,Canadian,1
Peetie,Peetie,1
Pedo 4,Hansen,1
Pedo 4,Chris,1
Pedo 3,Hansen,1
Pedo 3,God,1
Pedo 3,Chris,1
Pedo 2,Hansen,1
Pedo 2,Chris,1
Pearl,Lisa,1
Canadian PM,Canadian,1
Pearl,All,1
Otter 1,Child,1
Otis,God,1
Others,God,1
Obama,Sarah,1
Officer,Jesus,1
Officer,Everyone,1
Officer,Detective,1
Cartman,Cows,1
Officer,Charlie,1
Officer,Boss,1
Officer,Bebe,1
Office Worker,Steve,1
Obama,Wing,1
Obama,Senator,1
Obama,Quincy,1
Officer 1,woman,1
Cartman,Danny,1
Obama,New,1
Cartman,Dave,1
Obama,Lady,1
Obama,Hope,1
Obama,God,1
Obama,Davis,1
OC Member 1,OC,1
OC Member 1,Center,1
OC Member 1,All,1
Officer,Kyle,1
Officer,Man,1
Officer,Manson,1
Officer,People,1
Officer 1,Red,1
Officer 1,Mackey,1
Officer 1,Lucas,1
Officer 1,Johnson,1
Officer 1,Jimmy,1
Officer 1,Jenkins,1
Officer 1,Eric,1
Officer 1,Child,1
Officer 1,Chief,1
Officer 1,Cartman,1
Officer 1,Captain,1
Officer 1,Barkley,1
Officer 1,Baby,1
Cartman,Confederates,1
Officer,woman,1
Cartman,Corey,1
Officer,Right,1
Officer,Randy,1
Officer,Proctologist,1
Officer,Prince,1
Officer,President,1
OC Leader,All,1
OC Girl,All,1
Nut Gobbler,Kid,1
Nurse,Cartman,1
Number 37,Mother,1
Number 37,Collins,1
Number 37,All,1
Number 17,Muslim,1
Norad Man 1,Someone,1
Norad Director,Jesus,1
Nobunaga Hiroichi,Nobunaga,1
Cartman,Drew,1
Cartman,Earl,1
Niles,Right,1
Niles,Rick,1
Niles,People,1
Niles,Miles,1
Cartman,Elin,1
Cartman,Elmo,1
Niles,Davis,1
Cartman,Engineer,1
Cartman,Ethiopian,1
Nicole,Ron,1
Nicole,Nicole,1
Nick Nolte,Pinkerton,1
Nun,Anne,1
Nurse,Chef,1
Nut Gobbler,Jesus,1
Nurse,Clyde,1
Nut Gobbler,All,1
Nurse Gollum,woman,1
Nurse Gollum,Victoria,1
Nurse Gollum,Principal,1
Nurse Gollum,Nurse,1
Nurse Gollum,Kyle,1
Nurse Gollum,God,1
Nurse Bronski,Eric,1
Nurse 2,Eric,1
Nurse 1,Doctor,1
Nurse,Wilson,1
Nurse,Stewart,1
Nurse,Right,1
Nurse,Obama,1
Nurse,McCain,1
Nurse,Kenny,1
Nurse,Harris,1
Nurse,God,1
Nurse,Garrison,1
Cartman,Douche,1
Cartman,Douglas,1
Officer 1,Spielberg,1
Officer 2,All,1
Cartman,Betsy,1
Older Louse,President,1
Older man,Patty,1
Older man,Mother,1
Older man,Jesus,1
Older man,Jack,1
Older man,Donna,1
Older man,Chief,1
Older man,Carl,1
Older man,Butters,1
Older man,Bill,1
Older daughter,Dad,1
Older Boy,Lisa,1
Cartman,Cliff,1
Older Boy,Frederick,1
Older Boy,Estella,1
Older Boy,Daniel,1
Old-Timer,Kansas,1
Old woman 2,Jesus,1
Cartman,Brian,1
Old man 2,Everyone,1
Old man 2,All,1
Old Woman,Randy,1
Old Cap,Right,1
Older sister,Gary,1
Older woman,Butters,1
Operator,All,1
Operator,Amanda,1
Other kids,Princess,1
Other Men,Gerald,1
Other Kids,Ike,1
Osric,Laertes,1
Osama bin Laden,Terrorists,1
Osama bin Laden,Family,1
Orlich,Franz,1
Optometrist,Eric,1
Oprah Winfrey,Muhammad,1
Oprah Winfrey,All,1
Oprah,Travolta,1
Cartman,Blaine,1
Oprah,Oprah,1
Oprah,John,1
Oprah,Audience,1
Oprah,All,1
Operator 1,Jessica,1
Operator 1,Coon,1
Operator,Voice,1
Operator,Pocket,1
Cartman,Bono,1
Old Cap,God,1
Old Cap,Elmo,1
Cartman,Britney,1
Officer Barbrady,Eric,1
Cartman,Carol,1
Officer Barbrady,Cartman,1
Cartman,Casey,1
Cartman,Charlie,1
Officer 7,ManBearPig,1
Officer 5,Peterson,1
Officer 5,Morgan,1
Officer 5,All,1
Officer 4,Detective,1
Officer 3,Red,1
Officer 3,Jesus,1
Officer 3,Harris,1
Officer 3,Group,1
Officer 3,Detective,1
Officer 3,All,1
Cartman,Cher,1
Officer 2,Murphy,1
Officer 2,Mexican,1
Officer 2,John,1
Officer 2,Group,1
Cartman,Class,1
Officer Barbrady,Cows,1
Officer Barbrady,Everybody,1
Cartman,Broncos,1
Officer Barbrady,Hat,1
Cartman,Bros,1
Official 1,Gore,1
Official,Terrorists,1
Official,Johnson,1
Officer Brown,Harris,1
Officer Brown,Detective,1
Officer Brown,Butters,1
Officer Bright,All,1
Officer Bob,Chief,1
Officer Barbrady,Weathers,1
Officer Barbrady,Right,1
Officer Barbrady,Richard,1
Officer Barbrady,Rancher,1
Officer Barbrady,People,1
Officer Barbrady,Operator,1
Officer Barbrady,Officer,1
Officer Barbrady,Murphy,1
Officer Barbrady,Mexican,1
Cartman,Bruce,1
Cartman,CD,1
Officer Barbrady,Jim,1
Phil Collins,Skyler,1
CIA leader 2,Chase,1
Phillip,Al,1
Profile 1,Davis,1
Proprietor,All,1
Butters,Bill,1
Programmer,Obama,1
Programmer,Michelle,1
Profile Stan Marsh,Right,1
Profile 2,Tom,1
Profile 2,Linda,1
Profile 2,Davis,1
Profile 1,Tom,1
Profile 1,Linda,1
Professor Chaos,Stan,1
Quadriplegic Swiss man,Dave,1
Professor Chaos,Mark,1
Professor Chaos,Kyle,1
Professor Chaos,Jesus,1
Butters,Blaine,1
Butters,Boys,1
Professor Chaos,Coon,1
Butters,Brad,1
Butters,Britney,1
Prof. Thomas,Mayor,1
Butters,Bush,1
Proprietor,New,1
Prosecutor,Cartman,1
Prosecutor,Ladies,1
Protester,Brad,1
Putin,Russian,1
Putin,President,1
Putin,Mother,1
Putin,Bush,1
PurpleheadedQueeflicker,PurpleheadedQueeflicker,1
Purity Boy 3,Nancy,1
Purity Boy 1,Sarah,1
Puffy the Bear,Hitler,1
Puff Daddy,Kyle,1
Publisher 2,Right,1
Seaman,Seaman,1
Publicist,Tom,1
Public Defender,woman,1
Public Defender,Patrick,1
Psychic,God,1
Protestor #3,Cowboys,1
Protesters,Right,1
Protester 8,Darryl,1
Protester 4,Darryl,1
Protester 3,Siri,1
Protester 2,Alexa,1
Butters,Butter,1
Butters,CEO,1
Butters,Canadian,1
Principal Victoria,Richard,1
Butters,Dave,1
Principal Victoria,Nurse,1
Butters,David,1
Principal Victoria,Marvin,1
Butters,Death,1
Principal Victoria,Jesus,1
Principal Victoria,Jenny,1
Principal Victoria,James,1
Principal Victoria,Ike,1
Butters,Douche,1
Butters,Galeed,1
Principal Victoria,Dio,1
Butters,Girl,1
Principal Victoria,Cows,1
Principal Victoria,Corey,1
Butters,Grammy,1
Principal Victoria,Caitlyn,1
Butters,Hat,1
Principal Victoria,American,1
Principal,worker,1
Principal,Students,1
Principal Victoria,Principal,1
Principal Victoria,Right,1
Butters,Captain,1
Principal Victoria,Simon,1
Producer,Somebody,1
Producer,Satan,1
Producer,Pooh,1
Producer,New,1
Butters,Carol,1
Butters,ChatGPT,1
Producer,Kid,1
Butters,Clinton,1
Producer,Jesus,1
Producer,Jay,1
Producer,God,1
Producer,Chef,1
Producer,Boys,1
Butters,Connor,1
Butters,Coon,1
Proctologist,God,1
Butters,Cop,1
Butters,Cow,1
Principal Victoria,Students,1
Principal Victoria,Stanley,1
Butters,Danny,1
QAnon Follower 1,Bob,1
Quadriplegic Swiss man,Tom,1
Princess Star,Princess,1
Randy,Bill,1
Randy,CD,1
Bush,Prince,1
Randy,Britney,1
Randy,Brett,1
Bush,Right,1
Businessman,Cartman,1
Businessman,Eric,1
Randy,Both,1
Butler,All,1
Butler,Captain,1
Butler,Jesus,1
Quincy,Hope,1
Randy,Bartender,1
Randy,Bart,1
Butler,Joseph,1
Butler,Martin,1
Randy,Arab,1
Randy,Annie,1
Butler,People,1
Butler,Right,1
Butler,Teabag,1
Randy,Alien,1
Randy,Caitlyn,1
Randy,Canadian,1
Randy,Captain,1
Randy,Carol,1
Randy,Detective,1
Bus Driver,Everyone,1
Bus Driver,driver,1
Bush,All,1
Bush,American,1
Randy,Cow,1
Randy,Corey,1
Randy,Cop,1
Randy,Confederates,1
Bush,Boys,1
Bush,Center,1
Bush,Cheney,1
Randy,Classi,1
Bush,Chris,1
Bush,Cruise,1
Randy,Child,1
Randy,Chief,1
Bush,General,1
Randy,Chad,1
Bush,Ladies,1
Bush,Mormons,1
Butt Out!,All,1
Rancher Bob,Officer,1
Rancher Bob,Barbrady,1
Butt Out!,Randy,1
R. Kelly,Man,1
Butters,Alexa,1
Butters,Alien,1
R****** 9,Russian,1
R****** 6,Man,1
R****** 5,Russian,1
R****** 19,Russian,1
R****** 13,Stan,1
R****** 13,Man,1
R******,Saddam,1
Butters,American,1
Quint 2,Nadia,1
Quint 2,Grandmama,1
Quint 2,Father,1
Quint 1,Oprah,1
Quint 1,Nadia,1
Quint 1,All,1
Quint #2,Grandmama,1
Quincy,President,1
Quincy,Obama,1
Quincy,McCain,1
Butt Out! lady,Vernon,1
R. Wiley,All,1
Rancher,TV,1
REO Speedwagon,Baby,1
Rancher,Rancher,1
Rancher,New,1
Rancher,Man,1
Rancher,Duncan,1
Butt Out!,Kids,1
Butt Out!,Kyle,1
Raisins girl,Girls,1
Raila Odinga,All,1
Radio Talk Show Host,Randy,1
Radio Host,All,1
Rachel,Rachel,1
Rachel,God,1
Butt Out!,Pam,1
Raccoony,Santa,1
Rabbity,Stan,1
Rabbity,Devil,1
Rabbi 1,Kyle,1
Rabbi 1,Eric,1
Rabbi 1,Cartman,1
Rabbi,Kyle,1
Rabbi,Jesus,1
Principal,Eric,1
Princess Star,Mexican,1
CIA leader 2,All,1
Pip,TV,1
Plex,Ike,1
Butters,Ryan,1
Butters,Sam,1
Player 70,American,1
Player 4,Frederick,1
Player,Pirates,1
Pizza Hut exec,Cartman,1
Pirate voice,Captain,1
Pirate 7,American,1
Pirate 6,American,1
Pip,Steve,1
Polly Prissypants,Tolkien,1
Butters,Sergeant,1
Butters,Shelly,1
Pip,Smith,1
Pip,Right,1
Butters,Snarf,1
Pip,Phillip,1
Butters,Someone,1
Pip,Jill,1
Butters,Spirit,1
Butters,Superman,1
Plex,Muno,1
Plex,Ryan,1
Plex,Sinéad,1
Plex,TV,1
Polly Prissypants,Clyde,1
Butters,Pooh,1
Polly,Everybody,1
Butters,Preacher,1
Butters,Predator,1
Police officer 2,All,1
Police chief,Barbrady,1
Police Radio,Mary,1
Police Officer #3,Chief,1
Police Officer,Jesus,1
Police Chief,Manson,1
Police Chief,King,1
Police Chief,Everyone,1
Butters,Princess,1
Police Captain,All,1
Butters,Prostitute,1
Pocket,woman,1
Butters,Reporter,1
Pocket,Joe,1
Pocket,God,1
Pocket,Boy,1
Pip,Eric,1
Pip,Duncan,1
Butters,Timmy,1
Pi-Pi,All,1
Photographer,Right,1
Phlllip,Terrance,1
Butters' profile,Butters,1
Phillip Stand-in,Phillip,1
C***,Cartman,1
Phillip,TV,1
Phillip,Stephen,1
C***,Dude,1
C***,Girl,1
Phillip,Saddam,1
Phillip,Purry,1
C***,Kyle,1
C***,Mysterion,1
C***,New,1
Phillip,Hamlet,1
C***,Reporter,1
Phillip,Chief,1
C***,Scouts,1
C***,Stan,1
Phillip,Beelzeboot,1
Phillip,Barky,1
Phyllis,People,1
Pi-Pi,Everyone,1
Butters,Together,1
Pi-Pi,Somebody,1
Pip,Boyfriend,1
Pip,All,1
Pioneer Paul,Smithy,1
Butters,Trinity,1
Pioneer Paul,Partner,1
Pioneer Paul,Chad,1
Butters,Witches,1
Pinkerton,Mackey,1
Pink Hare,Stan,1
Pink Hare,Jesus,1
Pink Hare,All,1
Pimp 2,Pimp,1
Pilot,Patient,1
Butters,Zombie,1
Pilot,All,1
Pilgrim King,Miles,1
Pilgrim King,Captain,1
Pilgrim,Pilgrim,1
Pilgrim,All,1
Butters and the Freaks,TV,1
Pig,Pig,1
Butters,Pirates,1
Butters,Pip,1
Princess,woman,1
Priest 2,Father,1
Butters,Jim,1
Priest Maxi,Kids,1
Butters,Katie,1
Butters,Kids,1
Priest Maxi,Eric,1
Butters,King,1
Butters,Lawrence,1
Priest Maxi,Barbrady,1
Priest Maxi,American,1
Butters,Leader,1
Priest 1,Maxi,1
Pope Benedict,All,1
Priest 1,Father,1
Priest,woman,1
Butters,Luke,1
Priest,Cartman,1
Pricipal Victoria,Butters,1
Pricipal Victoria,All,1
President's Aide,President,1
President's Aide,Butters,1
President Wulff,Funnybot,1
President Obama,Tyler,1
Priest Maxi,Mackey,1
Priest Maxi,Matthew,1
Priest Maxi,Maxi,1
Priest Maxi,Mayor,1
Butters,House,1
Princess,All,1
Prince,TV,1
Prince,Right,1
Prince,Prince,1
Prince,New,1
Prince,Devil,1
Prince,Canadians,1
Prince,Canadian,1
Prince,American,1
Butters,Jack,1
Prime Minister,All,1
Priest Maxi,woman,1
Priest Maxi,Veronica,1
Priest Maxi,Steve,1
Priest Maxi,Son,1
Priest Maxi,Smith,1
Priest Maxi,Satan,1
Priest Maxi,Right,1
Butters,Jay,1
Priest Maxi,Parents,1
Butters,Marcus,1
President Obama,Everyone,1
President Obama,All,1
President,Child,1
President,Billy,1
President,Ben,1
Predator,God,1
Preacher,Father,1
Pre-recorded voice,Ladies,1
Pre-recorded voice,John,1
Postum,Tweek,1
Postum,Postum,1
Postum,Joe,1
Postum,Jesus,1
Butters,Parents,1
Postmaster,Kids,1
Postman,Marty,1
Porsche,Porsche,1
Porsche,Larry,1
Pops,Son,1
Pops,Jim,1
Butters,PewDiePie,1
Butters,Phone,1
Pope Benedict,God,1
Butters,Pilgrim,1
President,Center,1
President,Cruise,1
President Hirohito,Penis,1
President,Customers,1
President Hirohito,Pearl,1
President Elect Douche,All,1
President Clinton,Pearl,1
Butters,McCain,1
Butters,Mercedes,1
President Bush,Bush,1
President Bush,American,1
President Bill Clinton,Cartman,1
Butters,Morpheus,1
President,Travolta,1
President,Tom,1
Butters,Nelson,1
Butters,New,1
Butters,Nichole,1
Butters,Officer,1
President,President,1
President,Nicole,1
President,Kenny,1
President,John,1
President,Jim,1
President,Ho,1
Seaman,New,1
Sharon,Red,1
Seaman,Tom,1
Aide 3,God,1
Tolkien,woman,1
Aide 2,God,1
Tolkien,Together,1
Tolkien,Taylor,1
Tolkien,Stranger,1
Tolkien,President,1
Tolkien,Patient,1
Tolkien,Ninjas,1
Tolkien,Nichole,1
Aide 2,Kyle,1
Tolkien,Martin,1
Tolkien,King,1
Tolkien,Kenny,1
Aide 2,Officer,1
Tolkien,Jesus,1
Aide 2,Oprah,1
Aide 2,President,1
Tolkien,Dude,1
Tolkien,David,1
Aide 2,Sam,1
Tolkien,Clyde,1
Aide 2,Uncle,1
Aide 3,All,1
Aide 2,Clinton,1
Aide 2,Barbrady,1
Tom,Boys,1
Aide 1,Kanye,1
Aide,Governor,1
Aide,Hat,1
Aide,Obama,1
Tom,Jim,1
Aide,Princess,1
Tom,Jerry,1
Tom,Jarvis,1
Tom,Helen,1
Aide,Travis,1
Aide 1,All,1
Aide 1,Mary,1
Tom,Brian,1
Tom,Eric,1
Tom,Dude,1
Aide 1,Mayor,1
Aide 1,Oprah,1
Tom,Customers,1
Tom,Craig,1
Aide 1,Surgeon,1
Aide 1,woman,1
Tom,Cartman,1
Tom,Canadians,1
Tolkien,Brad,1
Tolkien,Bear,1
Tom,Man,1
Aide 3,Somebody,1
Al,Matt,1
Thomas,TV,1
Thomas,Son,1
Al,Meredith,1
Al,People,1
Al,Ted,1
Thomas,Mark,1
Thomas,King,1
Thomas,God,1
Thomas,Everyone,1
Thomas,Don,1
Al Gore,All,1
Al Gore,American,1
Thomas,All,1
Al Gore,Everyone,1
Thom,Eric,1
Thom,Cartman,1
Third official,God,1
Third general,President,1
Thin cop,All,1
Al Gore,God,1
Al Gore,Jesus,1
Therapist,Michael,1
Akmarh,Muslim,1
Three kids,Dad,1
Three kids,Mom,1
Time Child,All,1
Aide 3,Terrorists,1
Airsoft Armory Salesman,Teenagers,1
Airsoft Referee,Kid,1
Timmy,Jim,1
Time Child,Right,1
Akmarh,All,1
Time Child,God,1
Time Child,Eric,1
Time Child,Clyde,1
Akmarh,Dude,1
Tiger,God,1
Three students dressed in Native American garb,Canadian,1
Ticket-taker,Everyone,1
Ticket agent,Miller,1
Ticket agent,Ambassador,1
Ticket Salesman,Mel,1
Akmarh,Goat,1
Thumper,instructor,1
Thumper,Thumper,1
Thumper,Tad,1
Thumper,Mike,1
Thumper,All,1
Tom,Ladies,1
Aide,God,1
Therapist,Everyone,1
Agent 5,Kyle,1
Tourist,Jesus,1
Tourist,Confederates,1
Agent 2,Mephesto,1
Tour guide,Man,1
Tour guide,Jesus,1
Agent 2,Mike,1
Agent 2,Pilgrim,1
Agent 3,Wife,1
Tour guide,Al,1
Tour assistant,Right,1
Tour Guide 2,All,1
Tough Boy 3,Eric,1
Tough Boy 1,Billy,1
Toss-A-Ball Operator,Terrance,1
Toss-A-Ball Operator,Phillip,1
Top girl,Grandmama,1
Toothpaste,Tooth,1
Tooth Decay,Tooth,1
Agent 4,All,1
Agent 4,Kids,1
Toolshed,Mosquito,1
Agent 4,Red,1
Toolshed,Jesus,1
Agent 2,God,1
Towelie,Everyone,1
Agent 2,Ethiopian,1
Agent,Stewart,1
Townsman,Jesus,1
Townsman,God,1
Townsman,Garrison,1
Agent,People,1
Townsfolk,Kyle,1
Agent,President,1
Townsfolk,God,1
Agent,Right,1
Townsfolk,Chef,1
Townsfolk,Bob,1
Agent,Thompson,1
Towelie,Jerry,1
Towelie,Steven,1
Towelie,Somebody,1
Agent 1,Connelly,1
Agent 1,God,1
Agent 1,Kyle,1
Agent 1,Somebody,1
Towelie,Man,1
Agent 1,Sphinx,1
Agent 10,Pilgrim,1
Agent 11,Natalie,1
Agent 4,Right,1
Toolshed,Death,1
Tom,Mexican,1
Toolshed,Coon,1
Tom Cruise,Muslim,1
Agent Keen,Cartman,1
Agent Keen,New,1
Tom Cruise,Jimmy,1
Agent Marx,Stan,1
Tom Cruise,Gingers,1
Tom Cruise,All,1
Tom,woman,1
Tom,Wendy,1
Agent Sharp,Counselor,1
Tom,Tammy,1
Aide,American,1
Tom,Santa,1
Aide,Cartman,1
Aide,Clinton,1
Aide,David,1
Tom,President,1
Tom,People,1
Tom,Officer,1
Aide,Eric,1
Aide,Garrison,1
Tom,Mohammad,1
Tom,Mitch,1
Agent Clark,Clark,1
Tom Davis,Davis,1
Tom Davis,Tom,1
Tony,Eric,1
Toolshed,Clyde,1
Agent 6,Natalie,1
Toolshed,Captain,1
Toolshed,Bradley,1
Agent 6,Pilgrim,1
Toodee,Foofa,1
Tony Kornheiser,driver,1
Tony Kornheiser,People,1
Agent 8,All,1
Tony,M,1
Tong leader,woman,1
Tom Green,Howard,1
Agent 9,Natalie,1
Tong leader,God,1
Tong leader,All,1
Tommy and his dad,All,1
Tommy,God,1
Tom and Mary,Bob,1
Tom Vilsack,President,1
Tom Vilsack,People,1
Tom Vilsack,All,1
Tom Johansen,Kyle,1
Therapist,Kyle,1
Therapist,Douglas,1
Second general,All,1
Taller man,President,1
Tech 3,Jesus,1
Tech 3,Buddha,1
Tech 1,Jesus,1
Teacher,woman,1
Alton Brown,Chef,1
Alton Brown,Jamie,1
Teacher,Cartman,1
Teacher,Boys,1
Teacher,All,1
Alvin,Alvin,1
Amanda,Amanda,1
Teabag,Jesus,1
Teabag,Head,1
Teabag,Boys,1
Tay Zonday,Baby,1
Amanda,Stan,1
Tammy Nelson,Emily,1
Tammy,Niles,1
Ambassador,John,1
Tammy,Kevin,1
Tammy,Joe,1
Ambassador #1,Saddam,1
Tammy,Dave,1
Tech 4,Michael,1
Ted,Al,1
Ted,Johnson,1
Teen MC,Joe,1
Teen boy 6,People,1
Teen boy 1,Miller,1
Teen boy 1,All,1
Teen boy,Eric,1
Teen boy,Cartman,1
Teen MC,Ween,1
Teen MC,Rick,1
Allyson,Persians,1
Teen MC,Ozzy,1
Teen MC,John,1
Teen MC,James,1
Alone,All,1
Teen MC,Chef,1
Teen MC,All,1
Teen Girl 2,Man,1
Teen 1,Mackey,1
Allyson,Tracy,1
Ted Koppel,Tweek,1
Ted Koppel,Steven,1
Ted Koppel,Spielberg,1
Ted Koppel,Lucas,1
Ted,Ted,1
Amber,Cornwallis,1
Taller Boy,Right,1
Teen girl 1,All,1
Tall goon,Gino,1
Swiper,Stan,1
Swiper,All,1
Suzette,Suzette,1
Susan92's profile,Stan,1
Susan,Rick,1
Susan,ManBearPig,1
Susan,God,1
Susan,All,1
Susan,Alice,1
Supporters,Right,1
Supporter 4,Garrison,1
Supporter 3,Garrison,1
Supervisor,Someone,1
Superman,Superman,1
An Officer,All,1
Superman,God,1
Superman,Captain,1
SuperSexyLisa18,SuperSexyLisa18,1
Summit host,Kids,1
Subway Representative,Ladies,1
An Official,President,1
Subway Representative,All,1
Subway Rep 3,Jared,1
Swiper,Swiper,1
TCO reporter,Family,1
TCO reporter,Mohammad,1
Taco Bell exec,King,1
Tall Crip,Crip,1
Talk Show Host,Terrance,1
Talk Show Host,Phillip,1
Talk Show Host,Boys,1
Talent Scout,woman,1
Talent Scout,Maury,1
Talent Scout,Marty,1
Talent Scout,Baby,1
Amber,Ho,1
Amber,Mom,1
Ambulance lady,All,1
THC President,God,1
American Female,American,1
American male 1,American,1
TV Voice,Carol,1
TV Newscaster,Tom,1
American male 2,American,1
TV Announcer,Sheriff,1
Amir,Amir,1
TSA agent 2,woman,1
THC President,Pilgrim,1
An Agent,God,1
Teen girl,Tad,1
Tele's owner,Eric,1
Therapist,David,1
Alexa,Mitchell,1
Alec,Jim,1
Alec,ManBearPig,1
Alec,Satan,1
The Preacher,God,1
The Mayor,God,1
The Males,woman,1
The Governor,President,1
The Girls,Kyle,1
The Ghost of Human Kindness,woman,1
Alex,Dad,1
The Dragon,Chase,1
The Cotswolds,Rebecca,1
Alex,Jill,1
Alex,Mom,1
Alex,Stan,1
Alex Spanos,Goodell,1
The C***,Women,1
The C***,Stan,1
Alexa,Alarm,1
The C***,Mayor,1
Alexa,Alexa,1
The C***,Eric,1
Alexa,Kenny,1
The Three Spirits,All,1
The Three Spirits,King,1
The Wise One,Dawkins,1
The other girls,Heidi,1
Therapist,Clinton,1
Therapist,Charlie,1
Al Gore,Mackey,1
Therapist,Ben,1
Therapist,All,1
Al Gore,Right,1
The parents,President,1
The other ladies,Harriet,1
Al Roker,Butters,1
The other kids,All,1
The new lyrics,Kids,1
Alarm: Alert,All,1
The new lyrics,All,1
Alan Jackson,CD,1
The men,Jack,1
The men,Everybody,1
The kids,Ho,1
The boys,Somebody,1
The boys,Santa,1
Alanis Morissette,Stinky,1
The boys,Bebe,1
Alarm,All,1
The C***,Craig,1
Alexa,Simon,1
Allyson,Linda,1
The Boys (except Cartman) and Dr. Phillips,Billy,1
All,Death,1
All,Father,1
